pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
PERAMIVIR,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,2014,Small molecule,,0,False,0,True,0,False,True,False,328.21105537600005
STANOZOLOL,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL2079587,1962,Small molecule,Androgen,0,False,0,True,1,True,False,False,328.25146364399995
NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CHEMBL1337,2002,Small molecule,,0,False,0,True,0,True,False,False,329.05110707999995
PAROXETINE,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,CHEMBL490,1992,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,329.14272171999994
PRAMOXINE HYDROCHLORIDE,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,CHEMBL1201171,1976,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,329.175771436
GABAPENTIN ENACARBIL,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,CHEMBL1628502,2011,Small molecule,,0,False,0,True,0,True,False,False,329.183837584
TRILOSTANE,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,CHEMBL1200907,1984,Small molecule,Adrenocortical Suppressant,0,False,0,True,1,True,False,False,329.199093724
FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,1966,Small molecule,Diuretic,0,False,0,True,0,True,True,False,330.00772013200003
MALATHION,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CHEMBL1200468,1982,Small molecule,Pediculicide,0,False,0,True,0,False,False,True,330.036066958
WARFARIN SODIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],CHEMBL1200879,1954,Small molecule,Anticoagulant,0,False,0,True,0,True,True,False,330.08680324
ALOSETRON HYDROCHLORIDE,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,CHEMBL1200885,2000,Small molecule,Anti-Emetic,0,False,0,True,0,True,False,False,330.124738908
PROPARACAINE HYDROCHLORIDE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,CHEMBL1200464,1953,Small molecule,"Anesthetic (topical, ophthalmic)",0,False,0,True,0,False,False,True,330.17102040400005
PROPOXYCAINE HYDROCHLORIDE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,CHEMBL1769,1982,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,330.17102040400005
ICOSAPENT ETHYL,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,CHEMBL2095209,2012,Small molecule,,0,False,0,True,0,True,False,False,330.255880328
HYDROFLUMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,CHEMBL1763,1959,Small molecule,Antihypertensive; Diuretic,0,False,0,True,0,True,False,False,330.990832396
OXAPROZIN POTASSIUM,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],CHEMBL1200463,2002,Small molecule,,0,False,0,True,0,True,False,False,331.061074988
PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,1982,Small molecule,"Anti-Inflammatory,Anti-Inflammatory; Analgesic",0,False,0,True,0,True,False,False,331.062676896
NIZATIDINE,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CHEMBL3183075,1988,Small molecule,,0,False,0,True,0,True,False,False,331.1136669120001
CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL8,1987,Small molecule,Antibacterial,0,False,0,True,0,True,True,True,331.13321965599994
PROTOKYLOL,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,CHEMBL1201273,1982,Small molecule,,0,False,0,True,0,True,False,False,331.141972772
PITOLISANT HYDROCHLORIDE,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,CHEMBL4164059,2019,Small molecule,,0,False,0,True,0,True,False,False,331.146969844
ESMOLOL HYDROCHLORIDE,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,CHEMBL1201115,1986,Small molecule,Anti-Adrenergic (beta-receptor),0,True,0,True,0,False,True,False,331.155035992
FOSPROPOFOL DISODIUM,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],CHEMBL2021422,2008,Small molecule,,0,False,0,True,0,False,True,False,332.07654889800006
METHDILAZINE HYDROCHLORIDE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,CHEMBL1200532,1982,Small molecule,Antipruritic,0,False,0,True,0,True,False,False,332.111397352
ZANAMIVIR,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,1999,Small molecule,Enzyme Inhibitor (influenza virus neuraminidase); Antiviral,0,False,0,True,0,False,False,True,332.1331989800001
SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,CHEMBL1167,1971,Small molecule,Antibacterial,0,False,0,True,0,False,True,False,332.158351108
TRIPROLIDINE HYDROCHLORIDE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O,CHEMBL3188034,1983,Small molecule,,0,False,0,True,0,True,False,False,332.1655411
PALONOSETRON HYDROCHLORIDE,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,CHEMBL1720,2003,Small molecule,Antinauseant; Anti-Emetic,0,False,0,True,0,True,True,False,332.16554110000004
IPRATROPIUM,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL1621597,1986,Small molecule,Bronchodilator,0,False,0,True,0,False,False,True,332.22202024009
OXYMETHOLONE,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1200585,1972,Small molecule,Androgen,0,False,0,True,1,True,False,False,332.235144884
GANAXOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1568698,2022,Small molecule,,0,False,0,True,1,True,False,False,332.271530392
DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],CHEMBL1200804,1993,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,332.97256559999994
BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,CHEMBL1077,1997,Small molecule,Analgesic,0,True,0,True,0,False,False,True,333.000055344
BROMODIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,CHEMBL1201245,1954,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,333.07282636
DULOXETINE HYDROCHLORIDE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,CHEMBL1200328,2004,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,333.09541294
SIBUTRAMINE HYDROCHLORIDE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,CHEMBL3989830,1997,Small molecule,,0,True,0,True,0,True,False,False,333.16261990799995
BENZYLPENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL29,1947,Small molecule,Antibacterial,0,False,0,True,1,True,True,False,334.098728056
MITOMYCIN,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CHEMBL105,1981,Small molecule,Antineoplastic,0,False,0,True,1,False,True,True,334.127719676
MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],CHEMBL1562610,1980,Small molecule,,0,False,0,True,0,True,False,False,335.009192884
CHLORDIAZEPOXIDE HYDROCHLORIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,CHEMBL1200703,1960,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,True,False,335.05921746
NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CHEMBL1278,1998,Small molecule,Antimigraine,0,False,0,True,0,True,False,False,335.16674804
ALMOTRIPTAN,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL1505,2001,Small molecule,Antimigraine,0,False,0,True,0,True,False,False,335.16674804
HYDROXYCHLOROQUINE,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1535,1955,Small molecule,Antimalarial; Suppressant (lupus erythematosus),0,False,0,True,0,True,False,False,335.176440132
DANTROLENE SODIUM,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],CHEMBL928,1974,Small molecule,Relaxant (skeletal muscle),0,False,0,True,0,True,True,False,336.047063668
DICUMAROL,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,1944,Small molecule,Anticoagulant,0,False,0,True,0,True,False,False,336.063388104
ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,CHEMBL642,1984,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,False,False,336.204907376
FLUOXYMESTERONE,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1445,1956,Small molecule,Androgen,0,False,0,True,1,True,False,False,336.210073008
FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL596,1968,Small molecule,Analgesic (narcotic),0,False,0,True,0,True,True,True,336.220163516
FAMOTIDINE,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,CHEMBL902,1986,Small molecule,Antagonist (to histamine-H2 receptors),0,False,0,True,0,True,True,False,337.04493572
OXYMORPHONE HYDROCHLORIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,CHEMBL1200794,1959,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,True,337.1080858
LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CHEMBL126,2000,Small molecule,Antibacterial,0,False,0,True,0,True,True,False,337.1437843399999
DOBUTAMINE HYDROCHLORIDE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,CHEMBL1200418,1978,Small molecule,Cardiotonic,0,False,0,True,0,False,True,False,337.144471308
OLOPATADINE,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,CHEMBL1189432,1996,Small molecule,Anti-Allergic,0,False,0,True,0,False,False,True,337.167793596
DANAZOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1479,1976,Small molecule,Anterior Pituitary Suppressant,0,False,0,True,1,True,False,False,337.20417910400005
TRIHEXYPHENIDYL HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1092,1949,Small molecule,Anticholinergic; Antiparkinsonian,0,False,0,True,0,True,False,False,337.217242324
CHLORTHALIDONE,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,CHEMBL1055,1960,Small molecule,Diuretic,0,False,0,True,0,True,False,False,338.012805512
PIPERONYL BUTOXIDE,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CHEMBL1201131,2000,Small molecule,,0,False,0,True,0,False,False,True,338.2093240599999
TOPIRAMATE,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492,1996,Small molecule,Anticonvulsant,0,False,0,True,1,True,False,False,339.098787632
PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,CHEMBL1200787,1953,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,339.115669716
COCAINE HYDROCHLORIDE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,CHEMBL529437,2017,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,339.123735864
ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL376359,2013,Small molecule,,0,False,0,True,1,True,False,False,339.16952491200004
NALMEFENE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL982,1995,Small molecule,Antagonist (to narcotics),0,False,0,True,1,False,True,False,339.18344366
METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL1201356,1946,Small molecule,Oxytocic,0,False,0,True,1,True,True,False,339.19467704000004
LEVOPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,CHEMBL1738990,1962,Small molecule,Antitussive,0,False,0,True,0,True,False,False,339.21982916800005
PROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,CHEMBL1213351,1957,Small molecule,Analgesic,0,True,0,True,0,True,False,False,339.21982916800005
DISOPYRAMIDE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CHEMBL517,1977,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,339.231062548
MELPHALAN HYDROCHLORIDE,Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CHEMBL1200863,1992,Small molecule,,0,False,0,True,0,False,True,False,340.051210888
PROPIOMAZINE,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,CHEMBL1201210,1960,Small molecule,Sedative (pre-anesthetic),0,False,0,True,0,False,True,False,340.160934388
PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,CHEMBL55,1984,Small molecule,,0,False,0,True,0,False,True,True,340.189926008
MEPENZOLATE,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,CHEMBL524004,1956,Small molecule,Anticholinergic,0,False,0,True,0,True,False,False,340.19072011209
METHANTHELINE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,CHEMBL1201264,1951,Small molecule,,0,False,0,True,0,True,False,False,340.19072011209
NORETHINDRONE ACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1201146,1973,Small molecule,Progestin,0,False,0,True,1,True,True,True,340.203844756
SERTRALINE HYDROCHLORIDE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,CHEMBL1709,1991,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,341.05048261599995
CYCLACILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,CHEMBL1200356,1979,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,341.140927216
NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL19019,1984,Small molecule,Antagonist (to narcotics),0,False,0,True,1,True,True,False,341.162708216
PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CHEMBL631,1989,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,341.199093724
TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,CHEMBL646,1978,Small molecule,Sedative-Hypnotic,0,True,0,True,0,True,False,False,342.043901744
MYCOPHENOLATE SODIUM,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],CHEMBL2106643,2004,Small molecule,,0,False,0,True,0,True,False,False,342.107932608
LACTULOSE,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,CHEMBL296306,1976,Small molecule,Laxative,0,False,0,True,1,True,False,True,342.11621152399994
CLEMASTINE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CHEMBL1626,1977,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,343.170292132
LEVOBETAXOLOL HYDROCHLORIDE,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,CHEMBL1200837,2000,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,False,False,True,343.1914215
BETAXOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,CHEMBL1691,1985,Small molecule,Antihypertensive; Anti-Anginal,0,False,0,True,0,True,False,True,343.1914215
DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CHEMBL1086,1982,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,343.22597716800004
FINGOLIMOD HYDROCHLORIDE,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,CHEMBL544665,2010,Small molecule,,0,False,0,True,0,True,False,False,343.227807008
CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,1975,Small molecule,Antifungal,0,False,0,True,0,True,False,True,344.10802622400007
LACTITOL,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,CHEMBL1661,2020,Small molecule,,0,False,0,True,1,True,False,False,344.13186158799994
INDECAINIDE HYDROCHLORIDE,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,CHEMBL1200341,1989,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,344.1655411
ARFORMOTEROL,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL1363,2006,Small molecule,,0,False,0,True,0,False,False,True,344.173607248
FORMOTEROL,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL1256786,2001,Small molecule,Bronchodilator,0,False,0,True,0,False,False,True,344.173607248
BENOXINATE HYDROCHLORIDE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,CHEMBL1200654,1982,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,344.18667046800005
OXYPHENCYCLIMINE,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL1495,1982,Small molecule,,0,False,0,True,0,True,False,False,344.209992756
TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1170,1974,Small molecule,Androgen,0,False,0,True,1,False,True,False,344.235144884
MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,CHEMBL1201173,1969,Small molecule,Glucocorticoid,0,False,0,True,1,False,False,True,344.235144884
BEMPEDOIC ACID,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,CHEMBL3545313,2020,Small molecule,,0,False,0,True,0,True,False,False,344.2562742519999
VONOPRAZAN,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,CHEMBL2079130,2022,Small molecule,,0,False,0,True,0,True,False,False,345.09472597200005
FLUOXETINE HYDROCHLORIDE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CHEMBL1201082,1987,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,345.110726568
ESOMEPRAZOLE,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1201320,2001,Small molecule,,0,False,0,True,0,True,True,False,345.11471246800005
OMEPRAZOLE,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,1989,Small molecule,"Antisecretory (gastric),Depressant (gastric acid secretory)",0,False,0,True,0,True,False,False,345.11471246800005
METIPRANOLOL HYDROCHLORIDE,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,CHEMBL1200947,1989,Small molecule,,0,True,0,True,0,False,False,True,345.170686056
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,CHEMBL1200825,1947,Small molecule,Analgesic (narcotic),0,False,0,True,0,True,True,False,345.185942196
DIPHENIDOL HYDROCHLORIDE,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,CHEMBL1529,1967,Small molecule,Anti-Emetic,0,False,0,True,0,True,False,False,345.185942196
DICYCLOMINE HYDROCHLORIDE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,CHEMBL1200479,1950,Small molecule,Anticholinergic,0,False,0,True,0,True,True,False,345.243457072
OLSALAZINE SODIUM,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],CHEMBL1201013,1990,Small molecule,Anti-Inflammatory (gastrointestinal),0,False,0,True,0,True,False,False,346.017774536
WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],CHEMBL1200772,1982,Small molecule,,0,False,0,True,0,True,False,False,346.06074063999995
NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL193,1981,Small molecule,Vasodilator (coronary),0,False,0,True,0,True,False,False,346.11648629599995
CEPHALEXIN,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CHEMBL1727,1971,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,347.0939770240001
BIPERIDEN HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,CHEMBL1201035,1959,Small molecule,Anticholinergic; Antiparkinsonian,0,False,0,True,0,True,False,False,347.20159226
RELEBACTAM,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,CHEMBL3112741,2019,Small molecule,,0,False,0,True,0,False,True,False,348.1103553599999
TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CHEMBL1148,1993,Small molecule,Diuretic,0,False,0,True,0,True,True,False,348.1256115
ETHOPROPAZINE HYDROCHLORIDE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,CHEMBL1200970,1982,Small molecule,Antiparkinsonian,0,False,0,True,0,True,False,False,348.14269748
GRANISETRON HYDROCHLORIDE,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,CHEMBL1237080,1993,Small molecule,Anti-Emetic,0,False,0,True,0,True,True,False,348.17168910000004
EFINACONAZOLE,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,CHEMBL2103877,2014,Small molecule,,0,False,0,True,0,False,False,True,348.176167764
ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,CHEMBL1224,1994,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,348.183778008
BEXAROTENE,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,CHEMBL1023,1999,Small molecule,,0,False,0,True,0,True,False,True,348.208930136
OXYPHENONIUM,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL1201286,1982,Small molecule,,0,False,0,True,0,True,False,False,348.25332036809
LORACARBEF,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,CHEMBL1013,1991,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,349.082933672
AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL174,1965,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,349.109627088
CEPHRADINE,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CHEMBL1604,1974,Small molecule,Antibacterial,0,False,0,True,1,True,True,False,349.1096270880001
VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL638,2002,Small molecule,,0,False,0,True,0,True,True,False,349.115044728
PERAMPANEL,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,CHEMBL1214124,2012,Small molecule,,0,False,0,True,0,True,False,False,349.1215121
PANOBINOSTAT,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,CHEMBL483254,2015,Small molecule,,0,False,0,True,0,True,False,False,349.179026976
PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL615,1958,Small molecule,Antibacterial,0,False,0,True,1,True,False,False,350.09364267599994
RANITIDINE HYDROCHLORIDE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,CHEMBL2110372,1983,Small molecule,Antagonist (to histamine-H2 receptors),0,False,0,True,0,True,True,False,350.117939276
ESTRONE SULFURIC ACID,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL494753,1977,Small molecule,Estrogen,0,False,0,True,1,True,False,True,350.118794804
CLOMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,CHEMBL1200710,1989,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,350.131654128
MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CHEMBL599,2000,Small molecule,Anti-Inflammatory (nonsteroidal),0,False,0,True,0,True,False,False,351.034747896
OXYCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl,CHEMBL1200890,1950,Small molecule,Analgesic (narcotic),0,True,0,True,1,True,False,False,351.123735864
