name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,stripped_salt_smiles,neutralized_smiles,inchi,duplicated,D001,fda_approved
CILASTATIN,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,1985,CILASTATIN SODIUM,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
PREDNISONE,CHEMBL635,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1955,Glucocorticoid,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
CANRENOATE,CHEMBL1616951,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,9999,CANRENOATE POTASSIUM,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
METHYCLOTHIAZIDE,CHEMBL1577,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1960,Diuretic; Antihypertensive,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
RABEPRAZOLE,CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,1999,RABEPRAZOLE SODIUM,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
CAPECITABINE,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,1998,Antineoplastic,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
GREPAFLOXACIN,CHEMBL583,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1997,GREPAFLOXACIN HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
HALOPROGIN,CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl,1982,Antibacterial,Small molecule,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1.0,1.0
IXAZOMIB,CHEMBL2141296,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,2015.0,Proteasome Inhibitor,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
FENOFIBRATE,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1993,,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
NITRENDIPINE,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,not found,Antihypertensive,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
PREDNISOLONE,CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1955,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,True,,,,,,,,,,,,,,,,,,,0.0,1.0
ILOPROST,CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,2004,,Small molecule,False,True,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
DROMOSTANOLONE PROPIONATE,CHEMBL1201048,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,1982,Antineoplastic,Small molecule,False,True,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
BEZAFIBRATE,CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,not found,Antihyperlipoproteinemic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
BISACODYL,CHEMBL942,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,2004,Laxative,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
LEVOFLOXACIN,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1996,Antibacterial,Small molecule,False,True,False,False,False,True,True,True,,,,,,,,,,,,,,,,,,,1.0,1.0
OFLOXACIN,CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1990,Antibacterial,Small molecule,False,True,False,False,False,True,True,True,,,,,,,,,,,,,,,,,,,1.0,1.0
BISMUTH SUBSALICYLATE,CHEMBL1120,O=C1O[Bi](O)Oc2ccccc21,1939.0,Antidiarrheal; Anti-Ulcerative; Antacid,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
FOSPHENYTOIN,CHEMBL1201336,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1996,FOSPHENYTOIN SODIUM,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
PIRETANIDE,CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,not found,Diuretic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
SOLIFENACIN,CHEMBL1734,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,2004,SOLIFENACIN SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
HYDROCORTISONE,CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1952,Glucocorticoid,Small molecule,False,True,False,False,True,True,True,True,,,,,,,,,,,,,,,,,,,0.0,1.0
FOSDENOPTERIN,CHEMBL2338675,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,2021,FOSDENOPTERIN HYDROBROMIDE,Small molecule,False,True,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
CEFADROXIL,CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1978,Antibacterial,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
OZENOXACIN,CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,2017,,Small molecule,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1.0,1.0
PHENETHICILLIN,CHEMBL1614637,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,not found,,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
BUMETANIDE,CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1983,Diuretic,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
CYCLOFENIL,CHEMBL141305,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,not found,,Small molecule,True,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
QUINESTROL,CHEMBL1201165,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,1982,Estrogen,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
FLUDARABINE PHOSPHATE,CHEMBL1096882,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1991,Antineoplastic,Small molecule,False,True,False,False,True,True,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
INDAPAMIDE,CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1983,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
METOLAZONE,CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1973,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
AMOXICILLIN,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1974,AMOXICILLIN SODIUM,Small molecule,False,True,False,False,True,True,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
PERICIAZINE,CHEMBL251940,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,not found,,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
TRIMETHAPHAN,CHEMBL1201329,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,1982,TRIMETHAPHAN CAMSYLATE,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
ATOVAQUONE,CHEMBL1450,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,1992,Antipneumocystic,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,3.0,1.0
RILPIVIRINE,CHEMBL175691,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,2011,RILPIVIRINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
GLIBORNURIDE,CHEMBL529888,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,not found,Antidiabetic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
DROSPIRENONE,CHEMBL1509,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,2001,Aldosterone Antagonist,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
BEPRIDIL,CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1990,BEPRIDIL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
CEFACLOR,CHEMBL680,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1979,CEFACLOR,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
PRUCALOPRIDE,CHEMBL117287,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,2018,PRUCALOPRIDE SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
PROPIVERINE,CHEMBL1078261,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,not found,,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
DIACEREIN,CHEMBL41286,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,not found,,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,3.0,1.0
KETAZOLAM,CHEMBL2104356,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,not found,Tranquilizer (minor),Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
PROPANTHELINE,CHEMBL1180725,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1953,PROPANTHELINE BROMIDE,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
CINNARIZINE,CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,not found,Antihistaminic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,3.0,1.0
PERINDOPRIL,CHEMBL1581,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,1993,PERINDOPRIL ARGININE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
CARBOPROST,CHEMBL1237122,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,1979,CARBOPROST TROMETHAMINE,Small molecule,False,True,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
DEXLANSOPRAZOLE,CHEMBL1201863,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,2009,,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
LANSOPRAZOLE,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1995,Anti-Ulcerative,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
AMISULPRIDE,CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,2020,,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
TRIMETREXATE,CHEMBL119,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1993,TRIMETREXATE GLUCURONATE,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
CILOSTAZOL,CHEMBL799,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1999,Inhibitor (platelet); Vasodilator; Antithrombotic,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
NORGESTIMATE,CHEMBL1200934,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1989,Progestin,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
PRAJMALIUM,CHEMBL3833382,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,not found,,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
REMOXIPRIDE,CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1990,REMOXIPRIDE HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
PARECOXIB,CHEMBL1206690,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,9999,PARECOXIB SODIUM,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
URIDINE TRIACETATE,CHEMBL2107381,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,2015,,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
TEDIZOLID,CHEMBL1257051,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,2014.0,Antibacterial,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
THIORIDAZINE,CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1962,THIORIDAZINE HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
SAMIDORPHAN,CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,2021,SAMIDORPHAN L-MALATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
SEGESTERONE ACETATE,CHEMBL3707377,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,2018,,Small molecule,False,True,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
RIMEXOLONE,CHEMBL1200617,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1994,Anti-Inflammatory,Small molecule,False,True,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
LORNOXICAM,CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,not found,Anti-Inflammatory; Analgesic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
NEDOCROMIL,CHEMBL746,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,1992,NEDOCROMIL SODIUM,Small molecule,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1.0,1.0
BARICITINIB,CHEMBL2105759,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,2018,,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
ISRADIPINE,CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1990,Antagonist (calcium channel),Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
TRAZODONE,CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1981,TRAZODONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
TAMOXIFEN,CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1977,TAMOXIFEN CITRATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,3.0,1.0
MEPREDNISONE,CHEMBL1201148,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,1982,,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
PYRETHRINS,CHEMBL2096637,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,2000.0,,Small molecule,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
DESOXYCORTICOSTERONE ACETATE,CHEMBL1200542,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1939,Adrenocortical Steroid (salt-regulating),Small molecule,False,True,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
GENTIAN VIOLET,CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,1982,HEXAMETHYL PARAROSANILINE,Small molecule,True,True,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3.0,1.0
NABILONE,CHEMBL2218896,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,1985,Tranquilizer (minor),Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
FINASTERIDE,CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1992,Inhibitor (alpha reductase),Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
DEFERASIROX,CHEMBL550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,2005,,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,3.0,1.0
PRASUGREL,CHEMBL1201772,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,2009,PRASUGREL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
PROCHLORPERAZINE,CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1956,PROCHLORPERAZINE EDISYLATE,Small molecule,False,True,False,False,False,True,True,True,,,,,,,,,,,,,,,,,,,2.0,1.0
CLEBOPRIDE,CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,not found,Anti-Emetic,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
BROMHEXINE,CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,9999,BROMHEXINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
HYDROXYZINE,CHEMBL896,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1956,HYDROXYZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
GLASDEGIB,CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,2018,GLASDEGIB MALEATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
METHYLPREDNISOLONE,CHEMBL650,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1957,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,True,,,,,,,,,,,,,,,,,,,0.0,1.0
MARIBAVIR,CHEMBL515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,2021,,Small molecule,False,True,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
TIAGABINE,CHEMBL1027,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1997,TIAGABINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
HALOPERIDOL,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1967,HALOPERIDOL LACTATE,Small molecule,False,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,2.0,1.0
GATIFLOXACIN,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1999,Antibacterial,Small molecule,True,True,False,False,False,True,True,True,,,,,,,,,,,,,,,,,,,1.0,1.0
TECOVIRIMAT,CHEMBL1257073,O=C(NN1C(=O)[C@H]2[C@H]3C=C[C@H]([C@@H]4C[C@H]34)[C@H]2C1=O)c1ccc(C(F)(F)F)cc1,2018,,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,0.0,1.0
PICOTAMIDE,CHEMBL1257015,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,not found,,Small molecule,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
REMIFENTANIL,CHEMBL1005,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1996,REMIFENTANIL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
ENALAPRIL,CHEMBL578,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,1985,ENALAPRIL MALEATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
ESTRADIOL BENZOATE,CHEMBL282575,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,not found,,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,2.0,1.0
FLUOCORTOLONE,CHEMBL251634,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,not found,Glucocorticoid,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,0.0,1.0
FLUOROMETHOLONE,CHEMBL1200600,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1972,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
DESOXIMETASONE,CHEMBL1766,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1977,Anti-Inflammatory,Small molecule,False,True,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,0.0,1.0
LASMIDITAN,CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,2020,LASMIDITAN SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
CARBENICILLIN,CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1972,CARBENICILLIN DISODIUM,Small molecule,False,True,False,False,True,True,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
MEFLOQUINE,CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1989,MEFLOQUINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,1.0,1.0
PROPICILLIN,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,not found,,Small molecule,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,1.0,1.0
