pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CHEMBL24,1970,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,True,False,266.163042564
CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL648,1970,Small molecule,"Anti-Emetic,Antihistaminic,Antinauseant",0,False,0,True,0,False,True,False,266.178298704
DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,CHEMBL72,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,266.178298704
CENOBAMATE,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,CHEMBL3989949,1970,Small molecule,,0,False,0,True,0,True,False,False,267.05230223999996
SULFISOXAZOLE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,CHEMBL453,1970,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,267.067762276
ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL129,1970,Small molecule,Antiviral,0,False,0,True,1,True,True,False,267.096753896
VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1090,1970,Small molecule,Antiviral,0,False,0,True,1,False,True,True,267.096753896
ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL477,1970,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,1,False,True,False,267.096753896
FENFLURAMINE HYDROCHLORIDE,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,CHEMBL2106217,1970,Small molecule,Anorexic,0,True,0,True,0,True,False,False,267.100161884
APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CHEMBL53,1970,Small molecule,Emetic,0,False,0,True,1,False,True,False,267.125928784
METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL13,1970,Small molecule,"Anti-Adrenergic (beta-receptor),Antihypertensive,Antihypertensive; Anti-Anginal",0,False,0,True,0,True,True,False,267.18344366
CEDAZURIDINE,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,CHEMBL3237547,1970,Small molecule,,0,False,0,True,0,True,False,False,268.08707798800003
PENTOSTATIN,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,CHEMBL1580,1970,Small molecule,Potentiator,0,False,0,True,0,False,True,False,268.117154992
DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL411,1970,Small molecule,Estrogen,0,False,0,True,0,True,True,True,268.14632988
DEXMETHYLPHENIDATE HYDROCHLORIDE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl,CHEMBL904,1970,Small molecule,,0,False,0,True,0,True,False,False,269.11825656
METHYLPHENIDATE HYDROCHLORIDE,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,CHEMBL1722,1970,Small molecule,Stimulant (central),0,False,0,True,0,True,False,False,269.11825656
RIZATRIPTAN,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CHEMBL905,1970,Small molecule,Antimigraine,0,False,0,True,0,True,False,False,269.164045608
ORPHENADRINE,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CHEMBL900,1970,Small molecule,Antihistaminic; Relaxant (skeletal muscle),0,False,0,True,0,True,True,False,269.177964356
SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CHEMBL1191,1970,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,270.02451756
LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL960,1970,Small molecule,,0,False,0,True,0,True,False,False,270.061612188
TERIFLUNOMIDE,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,CHEMBL973,1970,Small molecule,,0,False,0,True,0,True,False,False,270.061612188
CHLOROPROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CHEMBL1179047,1970,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,270.113505528
ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1405,1970,Small molecule,Estrogen,0,False,0,True,1,False,True,False,270.161979944
DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,CHEMBL1004,1970,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,270.173213324
ALENDRONATE SODIUM,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],CHEMBL675,1970,Small molecule,Bone Resorption Inhibitor,0,False,0,True,0,True,False,False,270.998669264
PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,CHEMBL605,1970,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,True,False,271.145140004
DEXTROMETHORPHAN,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL52440,1970,Small molecule,Antitussive,0,False,0,True,0,True,False,False,271.19361442
ZOLEDRONIC ACID,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL924,1970,Small molecule,"Bone Resorption Inhibitor; Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct; Bone Resorption Inhibitor",0,False,0,True,0,False,True,False,271.99632392
SULFADIAZINE SODIUM,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],CHEMBL1200351,1970,Small molecule,Antibacterial,0,False,0,True,0,False,True,False,272.034390808
SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL471,1970,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,True,False,272.1194635
PROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,CHEMBL1200841,1970,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,272.129155592
ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL135,1970,Small molecule,Estrogen,0,False,0,True,1,True,False,True,272.177630008
CHLORMEZANONE,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CHEMBL1200714,1970,Small molecule,,0,True,0,True,0,True,False,False,273.022641924
CARPROFEN,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,CHEMBL1316,1970,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,273.05565630399997
TOLCAPONE,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,CHEMBL1324,1970,Small molecule,Antiparkinsonian,0,True,0,True,0,True,False,False,273.06372245200004
KETAMINE HYDROCHLORIDE,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,CHEMBL1714,1970,Small molecule,Anesthetic,0,False,0,True,0,False,True,False,273.068719524
ESKETAMINE HYDROCHLORIDE,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,CHEMBL2364609,1970,Small molecule,,0,False,0,True,0,False,False,True,273.068719524
POMALIDOMIDE,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CHEMBL43452,1970,Small molecule,,0,False,0,True,0,True,False,False,273.074955832
ARMODAFINIL,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1201192,1970,Small molecule,,0,False,0,True,0,True,False,False,273.08234972
MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373,1970,Small molecule,Analeptic (treatment of narcolepsy hypersomnia),0,False,0,True,0,True,False,False,273.08234972
VILOXAZINE HYDROCHLORIDE,CCOc1ccccc1OCC1CNCCO1.Cl,CHEMBL2106483,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,273.11317118
MAVACAMTEN,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,CHEMBL4297517,1970,Small molecule,,0,False,0,True,1,True,False,False,273.147726848
PHENYTOIN SODIUM,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],CHEMBL1611,1970,Small molecule,Anticonvulsant,0,False,0,True,0,True,True,False,274.07182187200004
DEXCHLORPHENIRAMINE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,CHEMBL1201353,1970,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,274.123676288
CHLORPHENIRAMINE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL505,1970,Small molecule,Antihistaminic,0,False,0,True,0,True,True,False,274.123676288
ROPIVACAINE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,CHEMBL1077896,1970,Small molecule,,0,False,0,True,0,False,True,False,274.204513452
BUPROPION HYDROCHLORIDE,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,CHEMBL1698,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,275.084369588
METHYLDOPATE HYDROCHLORIDE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,CHEMBL1200432,1970,Small molecule,Antihypertensive,0,False,0,True,0,False,True,False,275.092435736
ISOETHARINE HYDROCHLORIDE,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl,CHEMBL1200920,1970,Small molecule,Bronchodilator,0,False,0,True,0,False,False,True,275.128821244
LEVALBUTEROL HYDROCHLORIDE,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,CHEMBL1201061,1970,Small molecule,Bronchodilator; Asthma Prophylactic,0,False,0,True,0,False,False,True,275.128821244
BENZPHETAMINE HYDROCHLORIDE,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl,CHEMBL3544906,1970,Small molecule,,0,False,0,True,0,True,False,False,275.144077384
CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,CHEMBL669,1970,Small molecule,Relaxant (muscle),0,False,0,True,0,True,False,False,275.167399672
CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,1970,Small molecule,Antidiabetic,0,False,0,True,0,True,False,False,276.033540956
SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,CHEMBL1243,1970,Small molecule,Antibacterial,0,False,0,True,0,False,False,True,276.056863244
FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL806,1970,Small molecule,,0,False,0,True,0,True,False,False,276.07217687200006
THIAMYLAL SODIUM,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],CHEMBL1201065,1970,Small molecule,Anesthetic (intravenous),0,False,0,True,0,False,True,False,276.090843064
ETHAMBUTOL HYDROCHLORIDE,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,CHEMBL3140361,1970,Small molecule,,0,False,0,True,0,True,False,False,276.137133432
MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CHEMBL460,1970,Small molecule,Antipsychotic,0,False,0,True,0,True,False,False,276.183778008
ETIDOCAINE,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,CHEMBL492,1970,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,276.220163516
AZATHIOPRINE,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,CHEMBL1542,1970,Small molecule,Immunosuppressant,0,False,0,True,0,True,True,False,277.038193464
GANCICLOVIR SODIUM,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],CHEMBL1200850,1970,Small molecule,Antiviral,0,False,0,True,1,False,True,False,277.078698144
THEOPHYLLINE SODIUM GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],CHEMBL1200578,1970,Small molecule,Relaxant (smooth muscle),0,False,0,True,1,True,False,False,277.078698144
ENTECAVIR,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,CHEMBL713,1970,Small molecule,,0,False,0,True,1,True,False,False,277.11748934
AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CHEMBL629,1970,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,277.183049736
MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,CHEMBL21731,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,277.183049736
VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CHEMBL637,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,277.204179104
PERHEXILINE,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL75880,1970,Small molecule,Vasodilator (coronary),0,True,0,True,0,False,False,False,277.27695012
TIPIRACIL HYDROCHLORIDE,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CHEMBL65375,1970,Small molecule,,0,False,0,True,1,True,False,False,278.033730984
SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL446,1970,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,278.083746688
PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL628,1970,Small molecule,Vasodilator,0,False,0,True,1,True,False,False,278.13789043599996
TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,CHEMBL855,1970,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,278.178298704
DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,CHEMBL1201340,1970,Small molecule,,0,False,0,True,0,True,False,False,278.19032618809
CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CHEMBL152,1970,Small molecule,Antiviral,0,False,0,True,1,False,True,False,279.06202179800005
FEXINIDAZOLE,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,CHEMBL1631694,1970,Small molecule,,0,False,0,True,0,True,False,False,279.06776227600005
TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],CHEMBL1200613,1970,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,279.087137588
OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CHEMBL847,1970,Small molecule,Antischistosomal,0,False,0,True,0,True,False,False,279.158291532
DOXEPIN,CN(C)CCC=C1c2ccccc2COc2ccccc21,CHEMBL1628227,1970,Small molecule,Antidepressant,0,False,0,True,0,True,False,True,279.162314292
SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CHEMBL1419,1970,Small molecule,Antidepressant; Anorexic,0,True,0,True,0,True,False,False,279.175377512
APRACLONIDINE HYDROCHLORIDE,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,CHEMBL1200379,1970,Small molecule,Adrenergic (alpha12-agonist),0,False,0,True,0,False,False,True,280.004929392
SULFAMETER,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,CHEMBL1200359,1970,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,280.063011244
PHENPROCOUMON,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1465,1970,Small molecule,,0,False,0,True,0,True,False,False,280.109944372
HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,CHEMBL1301,1970,Small molecule,,0,False,0,True,0,False,True,False,280.132411132
IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL11,1970,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,280.193948768
GUANFACINE HYDROCHLORIDE,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CHEMBL1200494,1970,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,280.98894498
PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,CHEMBL597,1970,Small molecule,Anti-Adrenergic,0,False,0,True,0,False,True,False,281.152812228
DIPHENYLPYRALINE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CHEMBL1492,1970,Small molecule,,0,False,0,True,0,True,False,False,281.177964356
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,CHEMBL363295,1970,Small molecule,Vasodilator (coronary),0,True,0,True,0,False,False,False,281.214349864
MEPIVACAINE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,CHEMBL1200440,1970,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,282.14989103600004
MILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,CHEMBL4297064,1970,Small molecule,,0,False,0,True,0,True,False,False,282.14989103600004
LEVOMILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,CHEMBL2105732,1970,Small molecule,,0,False,0,True,0,True,False,False,282.14989103600004
ANISOTROPINE,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,CHEMBL1186610,1970,Small molecule,Anticholinergic,0,False,0,True,0,True,False,False,282.24275568409
RISEDRONIC ACID,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,1970,Small molecule,Regulator (calcium),0,False,0,True,0,True,False,False,283.001074952
MEPERIDINE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,CHEMBL1701,1970,Small molecule,Analgesic (narcotic),0,False,0,True,0,True,True,False,283.13390662399996
LEVALLORPHAN,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CHEMBL1254682,1970,Small molecule,,0,False,0,True,0,False,True,False,283.19361442
MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,CHEMBL781,1970,Small molecule,Anorexic,0,False,0,True,0,True,False,False,284.07164071600005
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,1970,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,True,True,284.07164071600005
METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],CHEMBL30219,1970,Small molecule,Anesthetic (intravenous),0,False,0,True,0,False,True,False,284.113686684
ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,CHEMBL1093,1970,Small molecule,,0,False,0,True,0,False,True,False,284.1194635
METHYLENE BLUE,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CHEMBL191083,1970,Small molecule,Antidote (to cyanide poisoning); Antimethemoglobinemic,0,False,0,True,0,False,True,False,284.12159499609
PROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,1970,Small molecule,Antipsychotic,0,False,0,True,0,True,True,False,284.13471963999996
PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CHEMBL643,1970,Small molecule,Antihistaminic; Anti-Emetic,0,False,0,True,0,True,True,True,284.13471963999996
TROPICAMIDE,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CHEMBL1200604,1970,Small molecule,Anticholinergic,0,False,0,True,0,False,False,True,284.15247788
CLADRIBINE,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHEMBL1619,1970,Small molecule,Antineoplastic,0,False,0,True,1,False,True,False,285.06286692399993
ASENAPINE,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,CHEMBL3187365,1970,Small molecule,,0,False,0,True,0,False,False,True,285.092041812
LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,1970,Small molecule,Antineoplastic,0,False,0,True,0,True,False,False,285.101445352
EPINASTINE HYDROCHLORIDE,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,CHEMBL1200491,1970,Small molecule,,0,False,0,True,0,False,False,True,285.103275192
PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CHEMBL897,1970,Small molecule,Uricosuric,0,False,0,True,0,True,False,False,285.10347908800003
MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL70,1970,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,False,285.136493468
HYDROMORPHONE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL398707,1970,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,False,285.136493468
PYRILAMINE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,CHEMBL511,1970,Small molecule,Antihistaminic,0,False,0,True,0,True,False,True,285.184112356
PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,CHEMBL100116,1970,Small molecule,,0,False,0,True,0,True,True,False,285.209264484
OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,1970,Small molecule,Tranquilizer (minor),0,False,0,True,0,True,False,False,286.050905272
ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,1970,Small molecule,Antiviral,0,False,0,True,0,True,False,False,286.154209196
AVIBACTAM SODIUM,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],CHEMBL2107817,1970,Small molecule,,0,False,0,True,0,False,True,False,287.01880032
NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL290960,1970,Small molecule,,0,False,0,True,0,True,False,False,287.057591516
ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CHEMBL622,1970,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,287.152143532
GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,1970,Small molecule,,0,False,0,True,1,True,False,False,287.152143532
RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,CHEMBL83063,1970,Small molecule,,0,False,0,True,0,True,True,False,287.152143532
ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CHEMBL1185,1970,Small molecule,Antimigraine,0,False,0,True,0,True,False,True,287.163376912
NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CHEMBL626,1970,Small molecule,Antifungal,0,False,0,True,0,False,False,True,287.167399672
CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL516,1970,Small molecule,Antihistaminic; Antipruritic,0,False,0,True,0,True,False,False,287.167399672
CYCRIMINE,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,CHEMBL1201227,1970,Small molecule,,0,False,0,True,0,True,False,False,287.224914548
PROCYCLIDINE,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CHEMBL86715,1970,Small molecule,Antiparkinsonian; Relaxant (skeletal muscle),0,False,0,True,0,True,False,False,287.224914548
LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CHEMBL15891,1970,Small molecule,Pediculicide; Scabicide,0,True,0,True,0,False,False,True,287.860066272
CIMETIDINE HYDROCHLORIDE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl,CHEMBL1201051,1970,Small molecule,Antagonist (to histamine-H2 receptors),0,False,0,True,0,True,True,False,288.09239322400003
FOSPROPOFOL,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,CHEMBL1201766,1970,Small molecule,,0,False,0,True,0,False,True,False,288.112660402
LIDOCAINE HYDROCHLORIDE,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,CHEMBL1200409,1970,Small molecule,Anesthetic (local),0,False,0,True,0,True,True,True,288.16045572
TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,1970,Small molecule,Androgen,0,False,0,True,1,False,True,True,288.208930136
PRASTERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL90593,1970,Small molecule,,0,False,0,True,1,False,False,True,288.208930136
BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CHEMBL1098,1970,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,288.22016351599996
LEVOBUPIVACAINE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,CHEMBL1201193,1970,Small molecule,,0,False,0,True,0,False,True,False,288.22016351599996
ETHYLESTRENOL,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1200623,1970,Small molecule,Anabolic,0,False,0,True,1,True,False,False,288.245315644
TIZANIDINE HYDROCHLORIDE,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,CHEMBL1200329,1970,Small molecule,Antispasmodic,0,False,0,True,0,True,False,False,288.99557164800007
QUINETHAZONE,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CHEMBL1532,1970,Small molecule,,0,False,0,True,0,True,False,False,289.028789924
CHLOROGUANIDE HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,CHEMBL1201059,1970,Small molecule,,0,False,0,True,0,True,False,False,289.086100904
CHLOPHEDIANOL,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,CHEMBL1201313,1970,Small molecule,Antitussive,0,False,0,True,0,True,False,False,289.12334194
ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL517712,1970,Small molecule,"Anticholinergic,Anticholinergic (ophthalmic)",0,False,0,True,0,True,True,True,289.167793596
DYCLONINE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,CHEMBL1201217,1970,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,289.20417910400005
MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,CHEMBL1200461,1970,Small molecule,Antihypotensive,0,False,0,True,0,True,False,False,290.103334768
CARBINOXAMINE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL864,1970,Small molecule,Antihistaminic,0,True,0,True,0,True,False,False,290.11859090800004
TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,1970,Small molecule,Antibacterial,0,False,0,True,0,True,True,True,290.13789043599996
METHYLHOMATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,CHEMBL1201235,1970,Small molecule,Anticholinergic,0,False,0,True,0,True,False,False,290.17507004809
