name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,D001,D255,fda_approved
BISOPROLOL,CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1992,BISOPROLOL FUMARATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.8782,1.0
DAPIPRAZOLE,CHEMBL1201216,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,1990,DAPIPRAZOLE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,1.0,3.58508,1.0
TOLTERODINE,CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1998,TOLTERODINE TARTRATE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.11741,1.0
NICLOSAMIDE,CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1982,Anthelmintic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.28252,1.0
CLOZAPINE,CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1989,Antipsychotic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.10687,1.0
ACITRETIN,CHEMBL1131,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,1996,Antipsoriatic,Small molecule,False,True,False,False,True,False,False,True,1.0,3.68005,1.0
DOCOSANOL,CHEMBL1200453,CCCCCCCCCCCCCCCCCCCCCCO,2000,,Small molecule,False,True,False,False,False,False,True,False,0.0,4.21066,1.0
DILOXANIDE FUROATE,CHEMBL1334860,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,not found,,Small molecule,False,True,False,False,False,False,False,False,1.0,3.42097,1.0
LOXAPINE,CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1975,LOXAPINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,True,2.0,3.06825,1.0
NALOXONE,CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1971,NALOXONE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,True,True,1.0,2.97191,1.0
NORELGESTROMIN,CHEMBL1200807,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,2001,,Small molecule,False,True,False,False,True,False,True,False,0.0,3.20309,1.0
BUTORPHANOL,CHEMBL33986,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1978,Analgesic; Antitussive,Small molecule,False,True,False,False,False,True,True,False,1.0,3.11147,1.0
LEVOMEPROMAZINE,CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,1966,LEVOMEPROMAZINE HYDROCHLORIDE,Small molecule,True,True,False,False,False,True,False,False,2.0,3.11844,1.0
LABETALOL,CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1984,LABETALOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,2.0,3.64894,1.0
LACHESINE CHLORIDE,CHEMBL2106313,CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,not found,,Small molecule,False,True,False,False,False,False,False,False,2.0,3.28108,1.0
NOMEGESTROL,CHEMBL2105722,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,not found,,Small molecule,False,True,False,False,True,False,False,True,0.0,3.11765,1.0
PERAMIVIR,CHEMBL139367,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,2014,PERAMIVIR,Small molecule,False,True,False,False,False,True,False,False,0.0,2.93706,1.0
STANOZOLOL,CHEMBL2079587,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1962,Androgen,Small molecule,False,True,False,False,True,False,False,True,0.0,3.28629,1.0
NITISINONE,CHEMBL1337,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],2002,,Small molecule,False,True,False,False,False,False,False,True,1.0,3.13413,1.0
PAROXETINE,CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1992,PAROXETINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.46982,1.0
GABAPENTIN ENACARBIL,CHEMBL1628502,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,2011,,Small molecule,False,True,False,False,False,False,False,True,0.0,3.4794,1.0
TRILOSTANE,CHEMBL1200907,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1984,Adrenocortical Suppressant,Small molecule,False,True,False,False,True,False,False,True,0.0,3.12528,1.0
FUROSEMIDE,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1966,Diuretic,Small molecule,False,True,False,False,False,True,False,True,1.0,3.17376,1.0
MALATHION,CHEMBL1200468,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1982,Pediculicide,Small molecule,False,True,False,False,False,False,True,False,0.0,3.02085,1.0
ICOSAPENT ETHYL,CHEMBL2095209,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,2012,,Small molecule,False,True,False,False,False,False,False,True,0.0,4.22704,1.0
HYDROFLUMETHIAZIDE,CHEMBL1763,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1959,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,1.0,2.73317,1.0
PIROXICAM,CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1982,"Anti-Inflammatory,Anti-Inflammatory; Analgesic",Small molecule,False,True,False,False,False,False,False,True,1.0,3.15965,1.0
ZOTEPINE,CHEMBL285802,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,not found,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.13024,1.0
NIZATIDINE,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1988,,Small molecule,False,True,False,False,False,False,False,True,0.0,3.66479,1.0
CIPROFLOXACIN,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1987,CIPROFLOXACIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,True,1.0,3.18121,1.0
PROTOKYLOL,CHEMBL1201273,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,1982,PROTOKYLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.6181,1.0
ZANAMIVIR,CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,1999,Enzyme Inhibitor (influenza virus neuraminidase); Antiviral,Small molecule,False,True,False,False,False,False,True,False,0.0,2.97825,1.0
SPECTINOMYCIN,CHEMBL1167,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,1971,SPECTINOMYCIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,0.0,2.96814,1.0
OXITROPIUM,CHEMBL4297364,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,9999,OXITROPIUM BROMIDE,Small molecule,False,True,False,False,False,False,False,False,1.0,3.36241,1.0
IPRATROPIUM,CHEMBL1621597,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,1986,IPRATROPIUM BROMIDE,Small molecule,False,True,False,False,False,False,True,False,1.0,3.36885,1.0
OXYMETHOLONE,CHEMBL1200585,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1972,Androgen,Small molecule,False,True,False,False,True,False,False,True,0.0,3.10572,1.0
GANAXOLONE,CHEMBL1568698,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,2022,,Small molecule,False,True,False,False,True,False,False,True,0.0,3.15422,1.0
BROMFENAC,CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,1997,BROMFENAC SODIUM,Small molecule,True,True,False,False,False,False,True,False,2.0,3.17876,1.0
BROMODIPHENHYDRAMINE,CHEMBL1201245,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,1954,BROMODIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.13797,1.0
PEFLOXACIN,CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,not found,Antibacterial,Small molecule,False,True,False,False,False,False,False,False,1.0,3.26221,1.0
LORMETAZEPAM,CHEMBL22097,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,not found,Sedative-Hypnotic,Small molecule,False,True,False,False,False,False,False,True,2.0,2.84309,1.0
BENZYLPENICILLIN,CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,1947,PROCAINE BENZYLPENICILLIN,Small molecule,False,True,False,False,True,True,False,True,1.0,3.37376,1.0
MITOMYCIN,CHEMBL105,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,1981,Antineoplastic,Small molecule,False,True,False,False,True,True,True,False,1.0,2.90504,1.0
PROGLUMIDE,CHEMBL316561,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,not found,Anticholinergic,Small molecule,True,True,False,False,False,False,False,True,1.0,3.28497,1.0
DOMIPHEN BROMIDE,CHEMBL486696,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,not found,"Anti-Infective, Topical",Small molecule,False,True,False,False,False,False,False,False,1.0,4.00308,1.0
NARATRIPTAN,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1998,NARATRIPTAN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.41595,1.0
ALMOTRIPTAN,CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,2001,ALMOTRIPTAN MALATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.38817,1.0
HYDROXYCHLOROQUINE,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1955,HYDROXYCHLOROQUINE SULFATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.56135,1.0
DICUMAROL,CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,1944,Anticoagulant,Small molecule,False,True,False,False,False,False,False,True,2.0,3.30899,1.0
ACEBUTOLOL,CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1984,ACEBUTOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.6266,1.0
FLUOXYMESTERONE,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1956,Androgen,Small molecule,False,True,False,False,True,False,False,True,0.0,2.94754,1.0
FENTANYL,CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1968,FENTANYL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,True,2.0,3.57599,1.0
TENOXICAM,CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,not found,Anti-Inflammatory,Small molecule,False,True,False,False,False,True,False,True,0.0,3.09865,1.0
FAMOTIDINE,CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,1986,Antagonist (to histamine-H2 receptors),Small molecule,False,True,False,False,False,True,False,True,0.0,3.56541,1.0
LINEZOLID,CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,2000,Antibacterial,Small molecule,False,True,False,False,False,True,False,True,1.0,3.53501,1.0
OLOPATADINE,CHEMBL1189432,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,1996,OLOPATADINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,2.0,3.25796,1.0
DANAZOL,CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1976,Anterior Pituitary Suppressant,Small molecule,False,True,False,False,True,False,False,True,0.0,3.20085,1.0
CHLORTHALIDONE,CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1960,Diuretic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.0048,1.0
PIPERONYL BUTOXIDE,CHEMBL1201131,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,2000,,Small molecule,False,True,False,False,False,False,True,False,1.0,3.82823,1.0
IDEBENONE,CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,not found,,Small molecule,False,True,False,False,False,False,False,True,1.0,3.72714,1.0
LISURIDE,CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,not found,,Small molecule,False,True,False,False,True,False,False,True,1.0,3.44399,1.0
TOPIRAMATE,CHEMBL220492,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1996,Anticonvulsant,Small molecule,False,True,False,False,True,False,False,True,0.0,2.99341,1.0
PAPAVERINE,CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,9999,PAPAVERINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,2.0,3.424,1.0
ALOGLIPTIN,CHEMBL376359,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,2013,ALOGLIPTIN BENZOATE,Small molecule,False,True,False,False,True,False,False,True,1.0,3.15992,1.0
XAMOTEROL,CHEMBL75753,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,9999,XAMOTEROL FUMARATE,Small molecule,False,True,False,False,False,False,False,False,1.0,3.8702,1.0
NALMEFENE,CHEMBL982,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1995,NALMEFENE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,False,False,1.0,3.20895,1.0
METHYLERGONOVINE,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1946,METHYLERGONOVINE MALEATE,Small molecule,False,True,False,False,True,True,False,True,1.0,3.43352,1.0
LEVOPROPOXYPHENE,CHEMBL1738990,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,1962,LEVOPROPOXYPHENE NAPSYLATE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.00326,1.0
PROPOXYPHENE,CHEMBL1213351,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1957,PROPOXYPHENE HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True,2.0,3.00326,1.0
DISOPYRAMIDE,CHEMBL517,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1977,DISOPYRAMIDE PHOSPHATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.06031,1.0
HEXETIDINE,CHEMBL144673,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,not found,,Small molecule,False,True,False,False,False,False,True,False,0.0,3.48149,1.0
PROPIOMAZINE,CHEMBL1201210,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1960,PROPIOMAZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,2.0,3.13223,1.0
PENTAMIDINE,CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,1984,PENTAMIDINE ISETHIONATE,Small molecule,False,True,False,False,False,True,True,False,2.0,3.98307,1.0
POLDINE METHYLSULFATE,CHEMBL2106739,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,not found,Anticholinergic,Small molecule,False,True,False,False,False,False,False,False,2.0,3.23324,1.0
METHANTHELINE,CHEMBL1201264,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,1951,METHANTHELINE BROMIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.32786,1.0
MEPENZOLATE,CHEMBL524004,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,1956,MEPENZOLATE BROMIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.20054,1.0
NORETHINDRONE ACETATE,CHEMBL1201146,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1973,Progestin,Small molecule,False,True,False,False,True,True,True,True,0.0,3.24044,1.0
MEDROGESTONE,CHEMBL2106825,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,not found,Progestin,Small molecule,False,True,False,False,True,False,False,True,0.0,3.10752,1.0
CYCLACILLIN,CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,1979,Antibacterial,Small molecule,False,True,False,False,True,False,False,True,0.0,3.24114,1.0
SULPIRIDE,CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,not found,Antidepressant,Small molecule,False,True,False,False,False,False,False,True,1.0,3.32037,1.0
NALTREXONE,CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1984,NALTREXONE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,False,True,1.0,3.20895,1.0
PROPAFENONE,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1989,PROPAFENONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.69937,1.0
STRONTIUM RANELATE,CHEMBL3707306,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,not found,,Small molecule,False,True,False,False,False,False,False,False,0.0,3.04792,1.0
TRIAZOLAM,CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1978,Sedative-Hypnotic,Small molecule,True,True,False,False,False,False,False,True,2.0,2.94903,1.0
LACTULOSE,CHEMBL296306,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,1976,Laxative,Small molecule,False,True,False,False,True,False,True,True,0.0,3.12511,1.0
CLOTHIAPINE,CHEMBL304902,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,not found,Antipsychotic,Small molecule,False,True,False,False,False,True,False,True,2.0,3.06825,1.0
CLEMASTINE,CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,1977,CLEMASTINE FUMARATE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.29525,1.0
DIBUCAINE,CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,1982,DIBUCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,1.0,3.53956,1.0
CLOTRIMAZOLE,CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1975,Antifungal,Small molecule,False,True,False,False,False,False,True,True,3.0,2.7796,1.0
LACTITOL,CHEMBL1661,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,2020,,Small molecule,False,True,False,False,True,False,False,True,0.0,3.13028,1.0
FORMOTEROL,CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,2001,FORMOTEROL FUMARATE,Small molecule,False,True,False,False,False,False,True,False,2.0,3.73184,1.0
ARFORMOTEROL,CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,2006,ARFORMOTEROL TARTRATE,Small molecule,False,True,False,False,False,False,True,False,2.0,3.73184,1.0
OXYPHENCYCLIMINE,CHEMBL1495,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,1982,OXYPHENCYCLIMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.28156,1.0
TESTOSTERONE PROPIONATE,CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1974,Androgen,Small molecule,False,True,False,False,True,True,False,False,0.0,3.30079,1.0
MEDRYSONE,CHEMBL1201173,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1969,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,False,0.0,3.07301,1.0
BEMPEDOIC ACID,CHEMBL3545313,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,2020,,Small molecule,False,True,False,False,False,False,False,True,0.0,3.87629,1.0
MONOCTANOIN,CHEMBL3301678,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC,1985,MONOCTANOIN,Small molecule,False,True,False,False,False,True,False,False,0.0,3.93366,1.0
VONOPRAZAN,CHEMBL2079130,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,2022,VONOPRAZAN FUMARATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.11454,1.0
OMEPRAZOLE,CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,1989,OMEPRAZOLE MAGNESIUM,Small molecule,False,True,False,False,False,False,False,True,1.0,3.45476,1.0
ESOMEPRAZOLE,CHEMBL1201320,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,2001,ESOMEPRAZOLE MAGNESIUM,Small molecule,False,True,False,False,False,True,False,True,1.0,3.45476,1.0
NIFEDIPINE,CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1981,Vasodilator (coronary),Small molecule,False,True,False,False,False,False,False,True,1.0,2.86532,1.0
FLUTRIMAZOLE,CHEMBL2107430,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,not found,,Small molecule,False,True,False,False,False,False,True,False,3.0,2.89642,1.0
CEPHALEXIN,CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1971,CEPHALEXIN HYDROCHLORIDE,Small molecule,False,True,False,False,True,False,False,True,1.0,3.39002,1.0
INDORAMIN,CHEMBL279516,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,not found,Antihypertensive,Small molecule,True,True,False,False,False,False,False,True,2.0,3.76982,1.0
RELEBACTAM,CHEMBL3301605,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,2019,RELEBACTAM,Small molecule,False,True,False,False,False,True,False,False,0.0,3.3485,1.0
TORSEMIDE,CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,1993,Diuretic,Small molecule,False,True,False,False,False,True,False,True,1.0,3.37119,1.0
ENALAPRILAT,CHEMBL3989406,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1988.0,,Small molecule,False,True,False,False,False,True,False,False,1.0,3.50567,1.0
EFINACONAZOLE,CHEMBL2103877,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,2014,,Small molecule,False,True,False,False,False,False,True,False,1.0,3.17179,1.0
ACRIVASTINE,CHEMBL1224,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,1994,Antihistaminic,Small molecule,False,True,False,False,False,False,False,True,1.0,3.43736,1.0
BEXAROTENE,CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1999,,Small molecule,False,True,False,False,False,False,True,True,2.0,3.39527,1.0
OXYPHENONIUM,CHEMBL1201286,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,1982,OXYPHENONIUM BROMIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.3255,1.0
LORACARBEF,CHEMBL1200610,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,1991,LORACARBEF,Small molecule,False,True,False,False,True,False,False,True,1.0,3.39002,1.0
AMPICILLIN,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1965,AMPICILLIN SODIUM,Small molecule,False,True,False,False,True,True,False,True,1.0,3.36789,1.0
CEPHRADINE,CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,1974,Antibacterial,Small molecule,False,True,False,False,True,True,False,True,0.0,3.39002,1.0
VORICONAZOLE,CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2002,,Small molecule,False,True,False,False,False,True,False,True,1.0,3.08163,1.0
PERAMPANEL,CHEMBL1214124,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,2012,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.18759,1.0
PANOBINOSTAT,CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,2015,PANOBINOSTAT LACTATE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.86228,1.0
VERNAKALANT,CHEMBL2111112,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,not found,,Small molecule,False,True,False,False,False,True,False,False,1.0,3.5825,1.0
DIPIPANONE,CHEMBL2111157,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,9999,DIPIPANONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.08504,1.0
