,pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
489,MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CHEMBL460,1974,Small molecule,Antipsychotic,0,False,0,True,0,True,False,False,276.183778008
490,ETIDOCAINE,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,CHEMBL492,1976,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,276.220163516
491,AZATHIOPRINE,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,CHEMBL1542,1968,Small molecule,Immunosuppressant,0,False,0,True,0,True,True,False,277.038193464
492,GANCICLOVIR SODIUM,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],CHEMBL1200850,1989,Small molecule,Antiviral,0,False,0,True,1,False,True,False,277.078698144
493,THEOPHYLLINE SODIUM GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],CHEMBL1200578,1982,Small molecule,Relaxant (smooth muscle),0,False,0,True,1,True,False,False,277.078698144
494,ENTECAVIR,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,CHEMBL713,2005,Small molecule,,0,False,0,True,1,True,False,False,277.11748934
495,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CHEMBL629,1961,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,277.183049736
496,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,CHEMBL21731,1980,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,277.183049736
497,VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CHEMBL637,1993,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,277.204179104
498,PERHEXILINE,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL75880,1974,Small molecule,Vasodilator (coronary),0,True,0,True,0,False,False,False,277.27695012
499,TIPIRACIL HYDROCHLORIDE,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CHEMBL65375,2015,Small molecule,,0,False,0,True,1,True,False,False,278.033730984
500,SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL446,1949,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,278.083746688
501,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL628,1984,Small molecule,Vasodilator,0,False,0,True,1,True,False,False,278.137890436
502,TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,CHEMBL855,1983,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,278.178298704
503,DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,CHEMBL1201340,1982,Small molecule,,0,False,0,True,0,True,False,False,278.19032618809
504,CIDOFOVIR,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CHEMBL152,1996,Small molecule,Antiviral,0,False,0,True,1,False,True,False,279.06202179800005
505,FEXINIDAZOLE,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,CHEMBL1631694,2021,Small molecule,,0,False,0,True,0,True,False,False,279.06776227600005
506,TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],CHEMBL1200613,1976,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,279.087137588
507,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CHEMBL847,1980,Small molecule,Antischistosomal,0,False,0,True,0,True,False,False,279.158291532
508,DOXEPIN,CN(C)CCC=C1c2ccccc2COc2ccccc21,CHEMBL1628227,1969,Small molecule,Antidepressant,0,False,0,True,0,True,False,True,279.162314292
509,SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CHEMBL1419,1997,Small molecule,Antidepressant; Anorexic,0,True,0,True,0,True,False,False,279.175377512
510,APRACLONIDINE HYDROCHLORIDE,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,CHEMBL1200379,1987,Small molecule,Adrenergic (alpha12-agonist),0,False,0,True,0,False,False,True,280.004929392
511,SULFAMETER,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,CHEMBL1200359,1966,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,280.063011244
512,PHENPROCOUMON,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1465,1957,Small molecule,,0,False,0,True,0,True,False,False,280.109944372
513,HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,CHEMBL1301,1953,Small molecule,,0,False,0,True,0,False,True,False,280.132411132
514,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL11,1959,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,280.193948768
515,GUANFACINE HYDROCHLORIDE,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CHEMBL1200494,1986,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,280.98894498
516,PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,CHEMBL597,1952,Small molecule,Anti-Adrenergic,0,False,0,True,0,False,True,False,281.152812228
517,DIPHENYLPYRALINE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CHEMBL1492,1982,Small molecule,,0,False,0,True,0,True,False,False,281.177964356
518,TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,CHEMBL363295,1986,Small molecule,Vasodilator (coronary),0,True,0,True,0,False,False,False,281.214349864
519,MEPIVACAINE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,CHEMBL1200440,1960,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,282.14989103600004
520,MILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,CHEMBL4297064,2009,Small molecule,,0,False,0,True,0,True,False,False,282.14989103600004
521,LEVOMILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,CHEMBL2105732,2013,Small molecule,,0,False,0,True,0,True,False,False,282.14989103600004
522,ANISOTROPINE,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,CHEMBL1186610,1962,Small molecule,Anticholinergic,0,False,0,True,0,True,False,False,282.24275568409
523,RISEDRONIC ACID,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,1998,Small molecule,Regulator (calcium),0,False,0,True,0,True,False,False,283.001074952
524,MEPERIDINE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,CHEMBL1701,1942,Small molecule,Analgesic (narcotic),0,False,0,True,0,True,True,False,283.133906624
525,LEVALLORPHAN,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CHEMBL1254682,1982,Small molecule,,0,False,0,True,0,False,True,False,283.19361442
526,MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,CHEMBL781,1973,Small molecule,Anorexic,0,False,0,True,0,True,False,False,284.07164071600005
527,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL12,1963,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,True,True,284.07164071600005
528,METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],CHEMBL30219,1960,Small molecule,Anesthetic (intravenous),0,False,0,True,0,False,True,False,284.113686684
529,ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,CHEMBL1093,2000,Small molecule,,0,False,0,True,0,False,True,False,284.1194635
530,METHYLENE BLUE,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CHEMBL191083,2016,Small molecule,Antidote (to cyanide poisoning); Antimethemoglobinemic,0,False,0,True,0,False,True,False,284.12159499609
531,PROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,1956,Small molecule,Antipsychotic,0,False,0,True,0,True,True,False,284.13471964
532,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CHEMBL643,1951,Small molecule,Antihistaminic; Anti-Emetic,0,False,0,True,0,True,True,True,284.13471964
533,TROPICAMIDE,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CHEMBL1200604,1960,Small molecule,Anticholinergic,0,False,0,True,0,False,False,True,284.15247788
534,CLADRIBINE,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHEMBL1619,1993,Small molecule,Antineoplastic,0,False,0,True,1,False,True,False,285.06286692399993
535,ASENAPINE,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,CHEMBL3187365,2009,Small molecule,,0,False,0,True,0,False,False,True,285.092041812
536,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,1997,Small molecule,Antineoplastic,0,False,0,True,0,True,False,False,285.101445352
537,EPINASTINE HYDROCHLORIDE,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,CHEMBL1200491,2003,Small molecule,,0,False,0,True,0,False,False,True,285.103275192
538,PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CHEMBL897,1951,Small molecule,Uricosuric,0,False,0,True,0,True,False,False,285.10347908800003
539,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL70,1984,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,False,285.136493468
540,HYDROMORPHONE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL398707,1984,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,False,285.136493468
541,PYRILAMINE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,CHEMBL511,1973,Small molecule,Antihistaminic,0,False,0,True,0,True,False,True,285.184112356
542,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,CHEMBL100116,1967,Small molecule,,0,False,0,True,0,True,True,False,285.209264484
543,OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,1965,Small molecule,Tranquilizer (minor),0,False,0,True,0,True,False,False,286.050905272
544,ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,1998,Small molecule,Antiviral,0,False,0,True,0,True,False,False,286.154209196
545,AVIBACTAM SODIUM,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],CHEMBL2107817,2015,Small molecule,,0,False,0,True,0,False,True,False,287.01880032
546,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL290960,2020,Small molecule,,0,False,0,True,0,True,False,False,287.057591516
547,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CHEMBL622,1991,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,287.152143532
548,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,2001,Small molecule,,0,False,0,True,1,True,False,False,287.152143532
549,RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,CHEMBL83063,1991,Small molecule,,0,False,0,True,0,True,True,False,287.152143532
550,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CHEMBL1185,1997,Small molecule,Antimigraine,0,False,0,True,0,True,False,True,287.163376912
551,NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CHEMBL626,1988,Small molecule,Antifungal,0,False,0,True,0,False,False,True,287.167399672
552,CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL516,1961,Small molecule,Antihistaminic; Antipruritic,0,False,0,True,0,True,False,False,287.167399672
553,CYCRIMINE,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,CHEMBL1201227,1982,Small molecule,,0,False,0,True,0,True,False,False,287.224914548
554,PROCYCLIDINE,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CHEMBL86715,1955,Small molecule,Antiparkinsonian; Relaxant (skeletal muscle),0,False,0,True,0,True,False,False,287.224914548
555,LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CHEMBL15891,1974,Small molecule,Pediculicide; Scabicide,0,True,0,True,0,False,False,True,287.860066272
556,CIMETIDINE HYDROCHLORIDE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl,CHEMBL1201051,1977,Small molecule,Antagonist (to histamine-H2 receptors),0,False,0,True,0,True,True,False,288.09239322400003
557,FOSPROPOFOL,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,CHEMBL1201766,2008,Small molecule,,0,False,0,True,0,False,True,False,288.112660402
558,LIDOCAINE HYDROCHLORIDE,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,CHEMBL1200409,1948,Small molecule,Anesthetic (local),0,False,0,True,0,True,True,True,288.16045572
559,TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,1972,Small molecule,Androgen,0,False,0,True,1,False,True,True,288.208930136
560,PRASTERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL90593,2016,Small molecule,,0,False,0,True,1,False,False,True,288.208930136
561,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CHEMBL1098,1972,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,288.220163516
562,LEVOBUPIVACAINE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,CHEMBL1201193,1999,Small molecule,,0,False,0,True,0,False,True,False,288.220163516
563,ETHYLESTRENOL,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1200623,1964,Small molecule,Anabolic,0,False,0,True,1,True,False,False,288.245315644
564,TIZANIDINE HYDROCHLORIDE,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,CHEMBL1200329,1996,Small molecule,Antispasmodic,0,False,0,True,0,True,False,False,288.99557164800007
565,QUINETHAZONE,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CHEMBL1532,1963,Small molecule,,0,False,0,True,0,True,False,False,289.028789924
566,CHLOROGUANIDE HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,CHEMBL1201059,2000,Small molecule,,0,False,0,True,0,True,False,False,289.086100904
567,CHLOPHEDIANOL,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,CHEMBL1201313,1982,Small molecule,Antitussive,0,False,0,True,0,True,False,False,289.12334194
568,ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL517712,1960,Small molecule,"Anticholinergic,Anticholinergic (ophthalmic)",0,False,0,True,0,True,True,True,289.167793596
569,DYCLONINE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,CHEMBL1201217,1982,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,289.20417910400005
570,MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,CHEMBL1200461,1996,Small molecule,Antihypotensive,0,False,0,True,0,True,False,False,290.103334768
571,CARBINOXAMINE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL864,2003,Small molecule,Antihistaminic,0,True,0,True,0,True,False,False,290.11859090800004
572,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,1973,Small molecule,Antibacterial,0,False,0,True,0,True,True,True,290.137890436
573,METHYLHOMATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,CHEMBL1201235,1943,Small molecule,Anticholinergic,0,False,0,True,0,True,False,False,290.17507004809
574,AZATADINE,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,CHEMBL946,1977,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,290.178298704
575,SUXAMETHONIUM,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,CHEMBL703,1952,Small molecule,Neuromuscular Blocking Agent,0,False,0,True,0,False,True,False,290.21946028018
576,ANAGRELIDE HYDROCHLORIDE,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,CHEMBL1200759,1997,Small molecule,Antithrombotic,0,False,0,True,0,True,False,False,290.97329491600004
577,BRIMONIDINE,Brc1c(NC2=NCCN2)ccc2nccnc12,CHEMBL844,1996,Small molecule,Adrenergic (ophthalmic),0,False,0,True,0,False,False,True,291.01195742
578,ATOMOXETINE HYDROCHLORIDE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,CHEMBL1702,2002,Small molecule,,0,False,0,True,0,True,False,False,291.138992004
579,DIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CHEMBL1620,1946,Small molecule,Antihistaminic,0,False,0,True,0,True,True,False,291.138992004
580,TRIPELENNAMINE HYDROCHLORIDE,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,CHEMBL1200446,1948,Small molecule,Antihistaminic,0,False,0,True,0,True,False,False,291.15022538399995
581,CYCLOPENTOLATE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,CHEMBL1201338,1974,Small molecule,Anticholinergic (ophthalmic),0,False,0,True,0,False,False,True,291.18344366
582,LEVOBUNOLOL,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,CHEMBL1201237,1985,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,False,False,True,291.18344366
583,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,CHEMBL822,1992,Small molecule,Antifungal,0,False,0,True,0,True,False,True,291.1986998
584,PENBUTOLOL,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,CHEMBL1290,1987,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,False,False,291.21982916800005
585,CARTEOLOL,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CHEMBL839,1988,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,False,True,292.178692628
586,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CHEMBL1071,1992,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,293.10519334
587,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,CHEMBL46,1991,Small molecule,Anti-Anxiety Agent; Anti-Emetic; Antischizophrenic,0,False,0,True,0,True,True,False,293.152812228
588,ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399,1995,Small molecule,Antineoplastic,0,False,0,True,0,True,False,False,293.16404560800004
589,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1,CHEMBL1198,1976,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,293.199093724
590,LOFEXIDINE HYDROCHLORIDE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,CHEMBL1788132,2018,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,294.00934607600004
591,ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CHEMBL285674,1990,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,False,False,294.06722403200007
592,SULFACYTINE,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,CHEMBL1201056,1975,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,294.07866130799994
593,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,CHEMBL1110,2000,Small molecule,Anti-Emetic,0,False,0,True,0,True,False,False,294.148061196
594,TETRADECYL SULFURIC ACID,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,CHEMBL1201345,1946,Small molecule,,0,False,0,True,0,False,True,False,294.18648044
595,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,CHEMBL1195,1982,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,294.194342692
596,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,CHEMBL1196,1953,Small molecule,"Anesthetic (topical, ophthalmic)",0,False,0,True,0,False,False,True,294.194342692
597,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CHEMBL644,1979,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,294.209598832
598,CHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,1958,Small molecule,"Antihypertensive; Diuretic,Diuretic",0,False,0,True,0,True,True,False,294.9488253519999
599,MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,CHEMBL509,1980,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,False,False,295.01668395200005
600,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CHEMBL139,1988,Small molecule,Anti-Inflammatory,0,False,0,True,0,True,True,True,295.01668395200005
601,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,CHEMBL685,1974,Small molecule,Anthelmintic,0,False,0,True,0,True,False,False,295.0956912760001
602,PROPRANOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1cccc2ccccc12.Cl,CHEMBL1671,1967,Small molecule,Cardiac Depressant (anti-arrhythmic); Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,True,False,295.133906624
603,SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CHEMBL128,1992,Small molecule,Antimigraine,0,False,0,True,0,True,True,True,295.135447912
604,PITOLISANT,Clc1ccc(CCCOCCCN2CCCCC2)cc1,CHEMBL462605,2019,Small molecule,,0,False,0,True,0,True,False,False,295.170292132
605,ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL768,1986,Small molecule,Anti-Adrenergic (beta-receptor),0,True,0,True,0,False,True,False,295.17835828
606,FENCLOFENAC,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,CHEMBL15677,1978,Small molecule,Anti-Inflammatory,0,True,0,True,0,False,False,False,296.00069954
607,DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,CHEMBL964,1951,Small molecule,Alcohol Deterrent,0,False,0,True,0,True,False,False,296.05093264
608,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,CHEMBL1129,1980,Small molecule,Antiviral (ophthalmic),0,False,0,True,1,True,False,True,296.062006112
609,ESLICARBAZEPINE ACETATE,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,CHEMBL87992,2009,Small molecule,,0,False,0,True,0,True,False,False,296.116092372
610,METHDILAZINE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL1200959,1982,Small molecule,Antipruritic,0,False,0,True,0,True,False,False,296.13471964
611,OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,CHEMBL1200791,1986,Small molecule,Adrenergic (vasoconstrictor),0,False,0,True,0,False,False,True,296.16554110000004
612,ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,CHEMBL1200411,1997,Small molecule,Antiparkinsonian (D2 receptor agonist),0,False,0,True,0,True,False,False,296.16554110000004
613,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,CHEMBL691,2001,Small molecule,Estrogen,0,False,0,True,1,False,False,True,296.177630008
614,EXEMESTANE,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CHEMBL1200374,1999,Small molecule,,0,False,0,True,1,True,False,False,296.177630008
615,PALONOSETRON,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,CHEMBL1189679,2003,Small molecule,Antinauseant; Anti-Emetic,0,False,0,True,0,True,True,False,296.188863388
616,HYDROCHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CHEMBL435,1959,Small molecule,Diuretic,0,False,0,True,0,True,False,False,296.9644754159999
617,VABORBACTAM,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,CHEMBL3317857,2017,Small molecule,,0,False,0,True,0,False,True,False,297.08422401199994
618,NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1201112,2005,Small molecule,Antineoplastic,0,False,0,True,1,False,True,False,297.10731858
619,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,CHEMBL1175,2004,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,297.11873522800005
620,HEXYLCAINE HYDROCHLORIDE,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,CHEMBL1200715,1982,Small molecule,,0,False,0,True,0,False,False,True,297.149556688
621,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,CHEMBL1096,1996,Small molecule,Anti-Allergic,0,False,0,True,0,False,False,True,298.095356928
622,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,CHEMBL2104993,2013,Small molecule,,0,False,0,True,0,True,False,False,298.150369704
623,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,CHEMBL829,1982,Small molecule,Antipruritic,0,False,0,True,0,True,False,False,298.150369704
624,ARTEMETHER,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,CHEMBL566534,2009,Small molecule,,0,False,0,True,1,True,False,False,298.178023932
625,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1162,1962,Small molecule,Progestin,0,False,0,True,1,True,False,False,298.193280072
626,NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,CHEMBL1387,1961,Small molecule,Progestin,0,False,0,True,1,True,False,False,298.193280072
